Date,Stock Name,Open,High,Low,Close,Adj Close,Volume,Mean_Sentiment_Score,Median_Sentiment_Score,Total_Sentiment_Score,Total_Sentiment_Negative,Total_Sentiment_Neutral,Total_Sentiment_Positive
2021-11-03,TSLA,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,0.14694153846153846,0.0,19.1024,27.0,45.0,58.0
2021-11-04,TSLA,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,0.19998322147651007,0.0772,29.7975,24.0,49.0,76.0
2021-11-05,TSLA,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,0.23334606741573036,0.2714,20.7678,15.0,25.0,49.0
2021-11-08,TSLA,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,0.13922903225806452,0.0,30.2127,47.0,79.0,91.0
2021-11-09,TSLA,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,0.16988805970149254,0.0,34.1475,42.0,60.0,99.0
2021-11-10,TSLA,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,0.16112857142857143,0.0,30.4533,41.0,55.0,93.0
2021-11-11,TSLA,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,0.2473112582781457,0.296,37.344,24.0,34.0,93.0
2021-11-12,TSLA,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,0.2485627906976744,0.3291,32.0646,22.0,29.0,78.0
2021-11-15,TSLA,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,0.15255562913907286,0.0,23.0359,27.0,49.0,75.0
2021-11-16,TSLA,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,351.57666015625,79627200,0.16675968992248064,0.0772,21.512,30.0,31.0,68.0
2021-11-17,TSLA,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,363.0033264160156,94336200,0.20657699115044248,0.0803,23.3432,15.0,37.0,61.0
2021-11-18,TSLA,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,365.4599914550781,62696700,0.1817234375,0.1648,23.2606,26.0,34.0,68.0
2021-11-19,TSLA,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,379.0199890136719,64926900,0.17735121951219512,0.0,21.8142,25.0,41.0,57.0
2021-11-22,TSLA,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,385.6233215332031,99217500,0.21088629032258063,0.1628,26.1499,21.0,34.0,69.0
2021-11-23,TSLA,389.1700134277344,393.5,354.2333374023437,369.6766662597656,369.6766662597656,108515100,0.1950674603174603,0.17770000000000002,24.5785,23.0,34.0,69.0
2021-11-24,TSLA,360.1300048828125,377.5899963378906,354.0,372.0,372.0,67680600,0.25327755102040816,0.296,24.8212,18.0,22.0,58.0
2021-11-26,TSLA,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,360.6400146484375,35042700,0.10608160919540231,0.0,9.2291,25.0,27.0,35.0
2021-11-29,TSLA,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,378.9966735839844,58393500,0.18205670103092786,0.0772,17.6595,19.0,28.0,50.0
2021-11-30,TSLA,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,381.586669921875,81276000,0.12931326530612244,0.0,12.6727,29.0,25.0,44.0
2021-12-01,TSLA,386.8999938964844,390.9466552734375,363.586669921875,365.0,365.0,68450400,0.16871565217391304,0.0,19.4023,24.0,35.0,56.0
2021-12-02,TSLA,366.3533325195313,371.0,352.2166748046875,361.5333251953125,361.5333251953125,73114800,0.11983189655172415,0.0,13.900500000000001,25.0,47.0,44.0
2021-12-03,TSLA,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,338.3233337402344,92322000,0.17064444444444443,0.0,19.9654,22.0,39.0,56.0
2021-12-06,TSLA,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,336.336669921875,81663000,0.17605652173913042,0.0,28.3451,37.0,47.0,77.0
2021-12-07,TSLA,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,350.5833435058594,56084700,0.16254913793103448,0.0,18.8557,27.0,32.0,57.0
2021-12-08,TSLA,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,356.32000732421875,41906400,0.2760970588235294,0.28005,28.1619,13.0,30.0,59.0
2021-12-09,TSLA,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,334.6000061035156,59438400,0.10776822429906542,0.0,11.5312,30.0,31.0,46.0
2021-12-10,TSLA,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,0.2206605504587156,0.2732,24.052,19.0,26.0,64.0
2021-12-13,TSLA,333.6966552734375,335.0,317.1400146484375,322.1366577148437,322.1366577148437,78595500,0.16838863636363635,0.0,22.2273,31.0,36.0,65.0
2021-12-14,TSLA,315.0,322.1366577148437,310.0,319.5033264160156,319.5033264160156,70806300,0.13807518796992482,0.0,18.364,29.0,38.0,66.0
2021-12-15,TSLA,317.7366638183594,326.25,309.4166564941406,325.3299865722656,325.3299865722656,75169200,0.18522156862745098,0.2616,18.8926,24.0,24.0,54.0
2021-12-16,TSLA,331.5,331.6600036621094,307.2833251953125,308.97332763671875,308.97332763671875,82771500,0.21368157894736842,0.08895,24.3597,17.0,37.0,60.0
2021-12-17,TSLA,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,310.8566589355469,100437300,0.16675663716814157,0.1965,18.8435,26.0,29.0,58.0
2021-12-20,TSLA,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,299.9800109863281,56480100,0.12999607843137256,0.09634999999999999,13.2596,26.0,22.0,54.0
2021-12-21,TSLA,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,312.84332275390625,71517900,0.1222686274509804,0.0,12.471400000000001,21.0,33.0,48.0
2021-12-22,TSLA,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,336.2900085449219,93634200,0.2007520958083832,0.1779,33.5256,29.0,51.0,87.0
2021-12-23,TSLA,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,355.6666564941406,92713200,0.23225714285714286,0.296,35.7676,26.0,39.0,89.0
2021-12-27,TSLA,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,364.6466674804688,71145900,0.17956896551724139,0.03445,20.830000000000002,22.0,35.0,59.0
2021-12-28,TSLA,369.8299865722656,373.0,359.47332763671875,362.8233337402344,362.8233337402344,60324000,0.2334952380952381,0.25,24.517,17.0,28.0,60.0
2021-12-29,TSLA,366.21331787109375,368.0,354.7133178710937,362.0633239746094,362.0633239746094,56154000,0.13090838323353293,0.0,21.8617,34.0,53.0,80.0
2021-12-30,TSLA,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,356.7799987792969,47040900,0.11626178861788618,0.0,14.3002,30.0,36.0,57.0
2021-12-31,TSLA,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,352.260009765625,40733700,0.16684140625,0.1655,21.3557,25.0,36.0,67.0
2022-01-03,TSLA,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,399.9266662597656,103931400,0.1287029315960912,0.0,39.5118,55.0,113.0,139.0
2022-01-04,TSLA,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,383.1966552734375,100248300,0.08834928571428571,0.0,12.3689,31.0,49.0,60.0
2022-01-05,TSLA,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,362.7066650390625,80119800,0.08647727272727272,0.0,13.317499999999999,48.0,40.0,66.0
2022-01-06,TSLA,359.0,362.6666564941406,340.1666564941406,354.8999938964844,354.8999938964844,90336600,0.14673418803418803,0.0,17.1679,23.0,36.0,58.0
2022-01-07,TSLA,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,342.32000732421875,84164700,0.08758740740740742,0.0,11.824300000000001,37.0,38.0,60.0
2022-01-10,TSLA,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,352.7066650390625,91815000,0.18718466666666667,0.1655,28.0777,29.0,44.0,77.0
2022-01-11,TSLA,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,354.79998779296875,66063300,0.1962321100917431,0.0772,21.3893,10.0,43.0,56.0
2022-01-12,TSLA,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,368.739990234375,83739000,0.15963061224489797,0.0956,23.465700000000002,33.0,35.0,79.0
2022-01-13,TSLA,369.6900024414063,371.8666687011719,342.17999267578125,343.85333251953125,343.85333251953125,97209900,0.10902179487179488,0.0,17.0074,40.0,40.0,76.0
2022-01-14,TSLA,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,349.8699951171875,72924300,0.21625889570552148,0.2631,35.2502,37.0,38.0,88.0
2022-01-18,TSLA,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,343.5033264160156,66743400,0.1425121212121212,0.0,14.108699999999999,25.0,25.0,49.0
2022-01-19,TSLA,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,331.8833312988281,75442500,0.10213267326732674,0.0,10.3154,26.0,31.0,44.0
2022-01-20,TSLA,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,332.0899963378906,70488600,0.1835576923076923,0.15295,19.09,26.0,21.0,57.0
2022-01-21,TSLA,332.11334228515625,334.8500061035156,313.5,314.6333312988281,314.6333312988281,103416000,0.07024716981132076,0.0,11.1693,53.0,44.0,62.0
2022-01-24,TSLA,301.586669921875,311.1700134277344,283.8233337402344,310.0,310.0,151565700,0.08097560975609756,0.0,13.28,46.0,52.0,66.0
2022-01-25,TSLA,304.7333374023437,317.086669921875,301.07000732421875,306.1333312988281,306.1333312988281,86595900,0.14120382165605097,0.0,22.169,31.0,49.0,77.0
2022-01-26,TSLA,317.4766540527344,329.2300109863281,302.0,312.4700012207031,312.4700012207031,104867400,0.16615382165605094,0.0387,52.1723,63.0,93.0,158.0
2022-01-27,TSLA,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,276.3666687011719,147109500,0.0837212927756654,0.0,22.0187,73.0,76.0,114.0
2022-01-28,TSLA,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,282.1166687011719,134789100,0.16170588235294117,0.0,30.239,43.0,51.0,93.0
2022-01-31,TSLA,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,312.239990234375,104436000,0.1487351145038168,0.0,19.4843,23.0,47.0,61.0
2022-02-01,TSLA,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,310.4166564941406,73138200,0.1495763157894737,0.0129,17.0517,32.0,25.0,57.0
2022-02-02,TSLA,309.3933410644531,310.5,296.4700012207031,301.8866577148437,301.8866577148437,66792900,0.13731354166666668,0.051500000000000004,13.1821,20.0,27.0,49.0
2022-02-03,TSLA,294.0,312.3333435058594,293.50665283203125,297.0466613769531,297.0466613769531,78855600,0.127096,0.0129,12.7096,24.0,26.0,50.0
2022-02-04,TSLA,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,307.7733459472656,73625400,0.2378703703703704,0.296,19.267500000000002,17.0,15.0,49.0
2022-02-07,TSLA,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,302.4466552734375,60994500,0.11585180722891567,0.0,9.6157,22.0,20.0,41.0
2022-02-08,TSLA,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,307.3333435058594,50729100,0.20928636363636363,0.1769,23.0215,22.0,28.0,60.0
2022-02-09,TSLA,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,310.6666564941406,52259400,0.13712988505747128,0.0,11.9303,19.0,27.0,41.0
2022-02-10,TSLA,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,301.51666259765625,66126900,0.14758676470588236,0.0,10.0359,17.0,19.0,32.0
